NU_INSCRICAO,NU_NOTA_MT
ecaf075653faf2dcdf946c0ce50629f5083347c0,434.3848000000003
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,496.124800000001
,445.06080000000077
5b7877d12550dd35d27a02b66a13f2a27bce11ca,441.4806000000015
18f800ec03e33ebad5fb97aa8465dd3e5961337e,423.36870000000107
,480.3153000000003
,726.1821999999993
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,454.421
,525.5217999999987
cc8794762ffa592758b5117d67e0d02e2e8b9c49,463.3197999999999
894d277c608610fa8c31db531f64582b9569b2e9,448.1082
b2e029961aa0f20071b74708e0d97e6f200ec582,514.0548000000002
,459.0238
64c4892488a9c6281bdabf467a0b5a6382d248e6,407.38340000000017
,453.8914
ac112e94587e6e4249b7182329ee5a5040ae94ea,445.0702000000005
a58cf11e498228f9aaca92b0c49f955a6163fb59,454.1943999999998
e8c84701c041b7f3b39f3125a0449fa633589fbe,431.5218
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,434.42569999999995
,554.4269
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,465.6460000000005
e64ad901853230e396be49311ea98121c348fac6,572.4733000000003
8532af19be3729ea233c1f29e4c015820fc7fb3a,556.2249
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,454.0473000000002
26853fd075fe27954772c3070997635b94f32b83,448.4918000000013
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,452.5172000000004
574ec310dee846f9ae8eb278480257d463f6fbcc,416.55810000000037
,430.3366000000008
8a46e35787225c3e7adef2b998ad9c93a952106b,414.94860000000057
b62bf908b504e8c6898777a7f5b88afed358caea,501.03360000000134
10d22971ca4f53fc62d02905809ff1c37fbb68fc,427.5465000000011
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,394.53600000000023
,441.04340000000116
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,593.6022000000005
,459.25439999999986
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,448.2594
,460.28829999999857
d76614020539405f481c0f5ffb9e6f88a0bf21b7,556.6006000000006
,447.4586000000013
,528.5641999999996
,452.2386000000009
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,439.77760000000114
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,432.73539999999946
176b027cd932b17fcb6f119cfcef338a175062b8,436.0122000000009
41474f2dda61d97f38ba79906d3dbcce223d1bd1,521.9640000000007
,503.2906000000006
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,619.8290000000007
,434.9519999999994
,541.8133999999995
d4e97da32ccb6987ec074aa48c24ce949c05a78c,511.96599999999955
,791.170899999998
95c1d266a2524560761df98b376c17604733a6ad,488.31530000000015
c11c4303d2632cde64105a35554ecb77a8564260,480.9702000000006
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,474.30020000000025
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,417.3536000000003
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,611.715399999999
580c34923cbde328e0aef1641dd02033fc862c04,473.2877000000002
,414.56160000000057
29d8bf198da9caa59047268faca60207da24d1b7,437.65289999999993
1b3f80a1cd9fff0408e96169fcaf006936b34fed,649.0528999999991
b5932043b62e0c58e16e2cc2c9d5489390e5c895,516.6086000000001
99092cc60948943c59d68d62ed81a75a03059113,501.3772000000002
,648.7942999999999
dd69fca6f17420dc911016a79e70583ca7ea330d,532.7527000000014
d387995af060965fb9d18973f3dbf4904f071066,501.6542
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,577.0609000000005
543674772357cf9d8a7a8e7dfb89384af80ec30e,450.70789999999937
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,590.6505999999999
,446.119600000001
0736d379ea0962e316ce84cce8e883321be36abb,428.04339999999996
98cc842c547c69a0d27776e272fd8b61131b0b37,504.24079999999896
890b7696fa85ca2b3e90b3951efec2135e88d5cf,646.3953999999982
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,446.58349999999865
d84b48f7dc7a6e387e6e985525143589754c5b13,426.9247999999993
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,473.9011000000012
dc4fe9d4124d9278f58f6f999711116a3fe58be7,472.42840000000064
f6624d763619c0898b34dc02adf06f53a1721cd0,459.49659999999966
60b1c12559860e7ad966da4c4db5c78e17278fc0,458.3388999999986
,468.3051999999998
4f365503582b97ea96462d0d36895a5e7f5926df,572.0982
c80869804effb21d50cc8fff3f4c27ba5521240c,451.3259000000007
d0f351638d60e84b890a498d69c9a7961cdcdf36,477.2971999999995
48e8ec135997ff3676648d5c144c3c7150a7bbb1,543.5012999999998
45484014aefd10ea3e4b08fb93e66c251709cca6,427.8976000000003
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,442.0678000000008
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,410.7304000000002
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,435.62709999999964
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,497.5332000000004
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,597.2628000000004
,442.83060000000063
,481.2394000000005
,671.5131000000003
,464.1037000000002
87f89c855f377c5b100ad2986cc6569e31d94a98,427.1761999999993
,438.9204
,479.0165999999997
eaecf3dd32668664e1dcc2d6c7a69042824806a6,575.2423000000002
,449.5040000000006
c59b370d3aa06b68878c836bceac844953d74972,438.64699999999993
,509.23560000000055
,439.6690000000009
8257941af168c0cc15f28bd596fd922352dae732,461.9833999999984
854ce153823802674f35bbe1ec010b12e9b3a56f,609.4386000000003
27f1db4e266b154f6f7fbef9c225fab472652a7b,455.6223999999986
11b90bed4a05d11169f308370faf81d6e9ca2c4f,422.66710000000074
,450.25249999999966
,438.9701000000005
,484.4530999999992
,452.9287999999996
e001e1d73163c327a4d800697b1b36cd6921f60d,452.46720000000096
b83424ca8973e4b2eebf6eb9e26e842999432d22,465.22790000000003
,429.2952000000006
912d751c54b46c860c5ba61666fc6fc59ca2689d,459.8331999999998
,449.92749999999995
e114f7b197069bde8e158a0dbeaa022dd0c4e280,629.5013999999999
fa84edf183bd459ea9394d77bdc191683a75ff66,452.6286000000003
76190ff09a736ff83169394b770699b2709c5a27,433.3612000000006
515db15df8581ae72bb8e8358833016adee74e02,464.3621000000007
e2a05053c19e6fba60d0e582e6c7f371728a7106,466.29590000000076
,459.49319999999966
2378556841bc8d5746f2b94d6adefc2db20f9518,485.45359999999994
,443.16910000000007
796d558152d241567f8a72b535a5e36fe78886f3,559.6513999999993
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,544.5381000000015
3c748fc7a94edb7ac1484373751ffa8574a3281d,456.3595000000003
,443.62540000000115
,497.0582000000002
10a1e8808e744c619376bff659f859cd71e8c41d,420.8133999999996
fc959dafc37dde3f173f083486d84ce5c817443f,444.95849999999973
6979d91c0a1903a336c640e14eed100821a0e24d,449.2765999999995
d4e37c4c1235ce014392f6c8ba0436f195b9e459,529.913800000001
,598.7637000000001
565a955a60c6073157aa869c0351c626a7171ef3,507.84659999999934
,436.94430000000017
99be797e423b5ae08fe342ea772738f71975df47,438.8855999999996
b579ea83f2d6c15b2c717d16a89827d65f39904b,457.8451000000009
e9373b5c22567bec508f2fa2580e4dc3ff687caa,438.12740000000053
a465af361b68bd536dd8bf61d522b9b21755ab60,460.1115000000004
c8feec2a94d996d03534ce935dec7a034667f107,608.4219999999998
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,429.0845000000002
f4f7888cfe88b7a3b0f3d94749921976353ae82c,463.92180000000053
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,473.2384000000001
2e466f15ac7b80870736fac2d0cf4bd7f362e852,520.5616000000005
,427.4213000000008
fc83a5c665f70f39b4c7d326118cbf21a898e660,449.5188000000003
,466.00760000000054
ced4913c2220be57c54bc9f87bb4f441d5976671,465.85780000000017
880ade460a231d722e8bb0e4d17f3c8f77663d37,477.2966000000008
7c869f5b89ddf3130c87011b6508ee59e32682c5,442.4392000000003
9027f65d4e576928ca59690c280050c53d66506a,572.2150000000001
09eb415bcb9842d207139c8bddf32427a134d51e,529.2584000000005
f8224c83e27f4921df62876f7ff660b1dab3d974,434.1203999999995
,476.8746000000006
dfec3182aec0997207e0845b072498065ec89aac,768.0149999999982
d653549f6d0ba70e2113b2cc56e9a83e331d2462,434.88010000000037
e95674df974af80342f676ca9e3540aecec2b8dc,450.53180000000003
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,440.87559999999996
,429.5519999999999
22d86e8b43a9412df86ec15ac231b9919e3ec905,473.0910999999999
1c61035799f6afe7f44c1fb68567d7a8945c3943,422.4757999999995
d5ed4b8732b0d7127a64f7e71137d321c56cc198,485.6552999999999
63edbbe59337f861a710bee4fe8a691d231f23da,414.5808000000005
,454.8825999999994
,498.3449999999997
21b8ef230efbfca6b5f15b36a3243d76ed390967,449.4132000000003
,422.7810000000009
,520.0582000000003
3de3c134579726fe4606b7a05f82ce19f00adb09,482.237599999999
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,432.0426000000003
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,461.44080000000037
520c60d32fd2af8be76abd332859b36d8ae45900,445.97539999999987
6cb6e2310b52c2898e500f81bea938446592568b,493.76560000000063
0193b535914e1c5a445bede11a408bf1709cd3cb,451.1335999999999
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,439.0189000000002
,451.3868999999996
,456.3579000000007
9b378e3937af8e97d4753cdf0c8917306354aaaf,416.81899999999985
1c92f54a5fe563622a0e23cf116461a7e147efd8,447.0120000000003
90facc45f7578775e3278aa0bd4fb59dad4d37c1,527.2931999999989
,406.84320000000105
c8062c4cc7e023996bd37b87295f5a2957ddb172,473.5621000000014
,425.3240000000004
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,443.51880000000085
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,599.3066
1b61f7e184c7040ae4cea725153965e1f7f75308,442.9873999999997
,548.1184
,463.9014000000012
95a9c65324583892b2d1a0c1c5163488f92d4a6d,670.1973000000004
5b7e7632cf766876026d0da6aa7c6df77bc13438,397.66620000000034
,513.7913000000001
,497.8029999999993
96fd0462597b8cf21b1e918c1947106cd8359e5d,433.20680000000056
5c1cef937c40bf8c30c119160bedde7ef679454e,483.06839999999966
,443.0215999999998
,470.8633999999998
e39fbeab552a4b6492346d821d095c3a0d691555,441.1469000000002
93694c58636eabfe86550e734efb3775ba4d739f,532.4035999999998
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,458.2613999999995
6c05e70130682975c1485a862b6e08b895650671,447.94819999999964
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,447.92080000000084
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,442.8779999999991
283df09083d3c7bec2590f22355c7ba32ec88623,523.5647999999987
,435.2842000000008
,469.25260000000003
,462.12179999999984
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,493.42000000000036
23131f453efc29c2af9553d307692c60a3add1ae,421.9609000000005
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,505.185999999999
,499.62619999999936
,443.6099999999998
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,453.7005999999993
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,561.6235000000011
72882a9cffe151d94be90e02ce3967a91b628099,450.77410000000043
cf62916c9829bd3ad05104151eee856d6de7ca1c,450.2317999999991
6b8f4241357e65c0491cc0ef96396f811574134c,433.39760000000007
,435.83409999999947
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,448.9355000000005
,603.0487999999997
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,480.41159999999974
,447.9978000000003
8288badec4740382dbf7c33e4095cd4db0021bf7,635.0238999999997
5e139289eb167622f915eea3d1d6e49d15d1c873,432.9602999999997
fc050b2c8fa3446890fe1418332352177dd34506,507.1270999999989
8f309746992f374b4c2ea88f171233a9469ba649,443.3225999999992
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,456.0147999999998
145b6344526f9df32f4046c8227282477c51d69f,460.4091000000004
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,406.0734000000015
b23775f4cd460ba687d77b058f2bc46381a0fbfe,526.8647999999997
87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,521.0004999999993
,432.3161999999995
,473.3717999999999
d0c56c5d1e19653aeb2c6fdf16c80ed09270dcaa,472.47499999999957
2bf8abe8000927aeff885fdb26e82579b54bb657,510.6471000000003
,432.5834000000001
dfcd80c91cf897b5a23dc36aeaeabf8137049ae0,612.1935000000018
3ef584654da4e658ecdffb68bc4398c97f850ccf,534.5147
,481.65319999999866
ea90166cae72eec871b4100ed8df997253bea84b,515.8578999999994
0e63d5d397c72b9c9ffa3974b3ccc8c228da98ca,536.0392000000006
39e7d2bf0be98a9698aa1369b7ca5576d392a777,501.40940000000035
01d88812b1d865b9797b9c57ed7538527593eb1d,426.66759999999937
879d82fe92a01214851fbeb62cd533fbc9d4ab87,463.96959999999996
,447.9913999999999
bddbc541b26cbdc46bf0e2df980a3c8078f13cb9,458.87439999999907
a185d42f150631e1f22e1d81f965dda9833d0bec,421.4381999999996
c5994a51d6c24ee4360aee344cebf55bd01c39e3,470.09090000000026
bbe2574187920d91ca67a657c5a476f92f8ac142,495.03779999999927
8637d558542ccd4a1cd1d3ab336711edad60a966,460.08760000000075
,520.5009999999991
,464.7062999999998
,443.90379999999874
,416.5005999999993
88c22a24bf7c1f218cdd78973beb0e93d5fabbfa,478.70179999999954
,630.9267999999994
4d12becc50fceaa6423313e98858cee7d438cc36,461.9650999999991
5c55594ff65d25732d6104cf60588ae877cb6e9c,422.5593000000005
,489.28180000000106
,481.77740000000057
,437.7926000000006
,513.917400000001
ebd6ed760a482a95ddc04d78254761296ea73608,420.1052000000006
,484.79080000000084
0a5d7cb6bd339bb5ed303bbba82a3c0e10b1a405,458.5673999999998
,573.0277999999997
,438.7628000000009
49a9374bc759c6a4d1f8fce5ade5908afe72803c,608.7539999999983
4f735bfdc3f9ff0ca502f569e2511fe07c48f16c,433.33660000000054
0f31c91179f811dc6de3d071914cba2716013473,453.5290000000015
0d5e00d498ff6f08f74dad2a0d8f566f0c82e978,504.6263999999987
,479.59519999999986
a945e7b0eedbc6722edf61c6e9115199efa0e79b,547.8285999999974
b52cae71211465e9b76723d1dab3cbb973a76a5e,483.30559999999923
c64825379cc10911781e842c315951b835c0246d,436.38519999999994
,447.46760000000035
3bbcc2404ed1002943c4a80215c47ff1ba31ebbf,440.49340000000103
d077ad9b71684906e32bdfefac01c893ff875c40,435.108799999999
0e02316fc08deb2a0ccf7b606d3564cf17d6763a,421.8710999999996
,517.0934000000019
,513.6192000000002
44cb1704d691a020beab734f494635e2603af38b,487.64120000000065
c1605ac858a2c5e7a3d674bc0dc56b9bf9fc9b67,677.0587000000012
623b39408740e01c79d585779f119b7bd31aca5e,450.8118000000002
0954f039d7ce9b83b763b6406d3be54af9d386a0,495.5696000000009
feeb6dcbdd5c1d3978768ecfba0f415b01b8cb3b,535.0100000000004
bc764ff3e2905ae18491fcc46b2cf1812bf43771,419.4072000000002
4d0b3bca1ec9337bb27b9d6710702ebb79a90046,679.0858000000001
b62836e36b6a37a18823b0176647b31ed84bd759,434.65179999999987
,457.12280000000004
48b56e1d641022967e5b2791de675d524b685afe,419.5437000000002
6432732876989f4279e03bea20c37a21e0ce488d,423.5254000000006
c322f8d156e174e549a44fdde96be32358ab85a3,531.1972000000013
,572.6101999999994
92f7742f9719e14801466a45e33f904e27be2b17,434.5056
8f00986f46ca0c0eb14d9d8e811919bb76d29fed,531.8920000000005
bfa438beba3914291e0978747404004f6ac79179,413.59459999999984
,410.61600000000095
,455.5748000000004
9ee6755fd1b35eb53b9ec0d1afeddae8b1d8f38c,485.68289999999956
ae6a72fb90a0c32b27c4aa45ff692c3783de2290,455.0588
b10d3fcde629e4b68758d3dc58911a113837d255,456.90749999999935
2f63a217a4f812d4bb8e3a4a569d43ee7b36a2b2,445.0281000000011
587f219b07191d201677be07e43852b73a5dfeda,424.5010000000003
c669af3c60a62511990ed5f486c525285df59750,433.84800000000064
,439.89940000000036
0dc0351a9da12f74bd5ebc918d60f9580be35182,578.071099999999
20cf36f1ab557d2f44d1fba0291054ecb26d8a8a,562.9424999999999
d053a386f5497719e02334cc444acc545258bc3e,492.00580000000133
,426.4718000000005
446a666ce7e015158181ce032e318a2ceffad8e1,510.1939999999993
ad896f169fe2e02c8cda5553fc0cb4aa100fee20,496.8372000000008
,491.5011999999993
80069d0ec6aecb2f74d973c5bdc5c53ff2a48413,519.7359000000001
,592.4979999999999
dc56167fb0ffcbf92624206591985da23ba078a3,710.6057000000005
,420.37150000000116
10f8e410cadeee997d11e86ed5749c98c184f102,611.0984
9c0cedfb49df5633bdc16bc263e8f574a1e283d2,430.96969999999993
b18c91072332db5e81e51adf0ad4a18c682fe025,415.6419999999999
0d6cc0da68e9b6242b5ce66bbc0ed812fc559874,455.8094000000004
040e479d45f83b7944be895d04b035489e544ab1,440.44589999999954
b505434998285eb78dfdb4341e4a29cc13a2130a,445.2408999999999
,449.6342000000009
b16fb245d399e311b54c8f9edbe23b0814c8b6d7,773.9536999999981
,484.5909999999995
1167115298a1ed2c659e1e365224311af48ff8e6,452.2129999999998
,421.29900000000004
ce62d6ee9ae7ef876a5642ccf61e1acf7f6aa12c,450.7669000000007
386238d9cc8f497486ec335159e3d3fb59d9d57c,509.6000000000002
abafba1eacd1b34ef2e197683cc1d19e7c47cd9d,488.64939999999996
961f5a44f06750c88181c1809c6d002252b8d4e9,401.33619999999985
24605a2eda427ea715d61e72f5e40d6afd31bcfd,462.1185999999998
9810f9ad1fed4a44dd3150d3a93c2321402176f7,436.94260000000065
0b01e142abc07e710ae4f8a315866d95f16d592b,421.8629000000002
ab9b69839b48825032b5f4778eea40e321c1ece5,429.98870000000096
,681.9538
3004e0b4f4b454854f0bb254473aa012e17071fd,550.6636000000019
84083dec8994b0da91c7be5bd5cf540a92d367f9,643.6697
,439.1570000000001
c7edc5daf30c7d84bb0b858deb7b6f0cc58fcad7,546.7541999999999
55a278c454fb7415451563c61ed46f5d9dc352d6,458.93800000000056
051c748ebab016611de489dfc13b6616d1070361,612.7688999999999
e2f476ff901b0c67a7df201c865aca3219bfd803,414.64640000000014
